Estacao,Data,Precipitacao,Umidade,Insolacao,Nebulosidade,TempMaxima,TempMinima,DiaMes,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,condicao1,condicao2,condicao3,condicao4,condicao5,condicao6,DataEnergia,Energia
83936,24/5/2018,0,87,8.9,0,17,2.4,245,7,10,12,15,16,17,0,0,0,0,0,0,24.05.2018,10.76
83936,25/5/2018,0,88,8.4,0,18.4,2.6,255,7,12,13,16,17,18,0,0,0,0,0,0,25.05.2018,10.49
83936,26/5/2018,0,93.5,4.6, 3.33333,21,8.2,265,10,10,11,12,15,17,3,3,3,3,5,0,26.05.2018,6.86
83936,27/5/2018,0,86.75,8.3, 4.66667,27,11.8,275,17,18,22,22,25,27,0,0,0,0,0,5,27.05.2018,8.48
83936,28/5/2018,0,63.25,9, 0.666667,29.8,18,285,22,23,25,27,27,28,0,0,0,0,0,0,28.05.2018,9.3
83936,29/5/2018,0,71.75,8.9,2,26.2,17.8,295,21,22,26,26,26,27,0,0,0,0,0,5,29.05.2018,9.79
83936,30/5/2018,0,73,6.5,6,29.2,15.8,305,20,22,25,26,27,27,0,0,0,0,0,0,30.05.2018,8.77
83936,31/5/2018,8.5,86,0, 8.33333,22,17.2,315,17,18,18,17,17,17,8,14,14,14,14,14,31.05.2018,0.83
83936,1/6/2018,15.1,97.5,0,10,20,14.4,16,17,17,18,18,18,17,14,16,14,14,14,14,01.06.2018,0.97
83936,2/6/2018,0,91.5,1.4,9,14.4,8.2,26,11,11,12,12,12,12,14,8,8,8,8,7,02.06.2018,3.16
83936,3/6/2018,0,95,2.7, 3.66667,12.8,4.2,36,7,8,8,10,11,12,8,8,8,8,8,8,03.06.2018,3.76
83936,4/6/2018,0,94,0.1, 7.66667,15,7.2,46,11,12,13,15,15,15,8,8,8,8,8,8,04.06.2018,3.09
83936,5/6/2018,0,90.25,2.7,9,16,11,56,12,12,13,13,13,15,8,8,8,8,8,8,05.06.2018,3.89
83936,6/6/2018,0,88.5,4.3,9,14.8,7.8,66,8,10,11,12,13,15,8,8,5,8,8,8,06.06.2018,7.82
83936,7/6/2018,0,73,8.8, 0.666667,17.2,4.2,76,8,12,13,16,16,17,0,0,0,0,0,0,07.06.2018,10.27
83936,8/6/2018,0,85.5,8.9,0,19,3,86,7,12,13,16,16,17,0,0,0,0,0,0,08.06.2018,10.18
83936,9/6/2018,0,76.5,7.9, 2.33333,22.2,3,96,10,12,17,18,22,22,0,0,0,0,0,0,09.06.2018,9.28
83936,10/6/2018,0,55.75,5.8,7,30.2,15,106,22,22,22,25,27,28,8,21,15,23,23,8,10.06.2018,6.62
83936,11/6/2018,0.7,79.75,5.9,10,30,19.6,116,27,27,27,28,28,30,8,8,8,8,8,8,11.06.2018,4.33
83936,12/6/2018,19.8,89.5,0.1,10,19.6,14.8,126,16,17,17,17,15,16,14,8,8,8,0,8,12.06.2018,1.32
83936,13/6/2018,0.7,83.25,3.6, 8.66667,14.8,7.8,136,10,11,12,12,12,12,7,8,8,8,8,8,13.06.2018,3.85
83936,14/6/2018,0,88.75,1.4, 8.33333,10.4,2.4,146,7,7,7,8,8,10,8,8,7,7,7,7,14.06.2018,3.35
83936,15/6/2018,0,91.75,3.8, 8.66667,11,1.2,156,2,6,7,7,8,10,2,0,5,5,5,8,15.06.2018,6.12
83936,16/6/2018,0,83.75,8.6,0,12.2,-0.6,166,8,10,11,12,12,12,0,0,5,0,0,0,16.06.2018,10.1
83936,17/6/2018,0,88.75,8.6,0,12.8,-1,176,2,7,8,11,12,12,2,2,0,0,0,0,17.06.2018,10.22
83936,18/6/2018,0,96.25,3.2, 4.33333,13.4,0,186,3,5,7,8,11,12,3,3,3,8,5,5,18.06.2018,5.63
83936,19/6/2018,0,96,3.3, 9.33333,18.2,6.8,196,7,7,8,11,16,17,3,3,3,3,0,0,19.06.2018,4.64
83936,20/6/2018,0,88,8.4, 3.33333,24.2,5.8,206,8,12,17,18,22,23,0,0,0,0,0,0,20.06.2018,9.19
83936,21/6/2018,0,78.25,5.1, 9.33333,27.2,12,216,18,23,26,26,27,27,0,0,0,0,0,5,21.06.2018,7.4
83936,22/6/2018,0,84.75,8.3,5,18.6,5.6,226,7,11,12,13,16,17,0,0,0,0,0,0,22.06.2018,9.95
83936,23/6/2018,0,80,1.6,6,25.4,9.4,236,23,25,25,25,25,22,0,8,8,12,8,12,23.06.2018,3.29
83936,24/6/2018,27.7,92.5,0,10,17.4,10,246,11,11,11,10,11,11,7,7,10,10,10,10,24.06.2018,1
83936,25/6/2018,3.6,97.75,0,10,11.4,9.6,256,11,11,11,11,12,11,14,16,7,7,7,7,25.06.2018,1.29
83936,26/6/2018,3.5,90.25,6.6, 5.66667,16.2,9.6,266,11,12,12,13,15,16,8,8,8,5,0,0,26.06.2018,0.16
83936,27/6/2018,0,98.25,0.1, 6.66667,14.2,5.4,276,7,7,11,12,15,13,3,3,7,8,8,7,27.06.2018,0.16
83936,28/6/2018,1.5,97.25,0,10,17,11.6,286,12,12,13,13,13,13,15,15,16,18,16,14,28.06.2018,0.16
83936,29/6/2018,37.2,98.5,0,10,16.4,15.2,296,16,16,17,17,17,17,15,20,16,16,20,8,29.06.2018,0.16
83936,30/6/2018,32.3,97,1.4, 8.33333,18.2,12.8,306,13,15,15,16,17,17,10,8,8,8,8,8,30.06.2018,0.16
83936,1/7/2018,0.1,94.25,4.6, 9.33333,21.8,14.4,17,15,15,16,17,20,21,3,3,7,5,5,5,01.07.2018,5.56
83936,2/7/2018,0,80,3.6, 6.66667,25.6,15.2,27,25,22,21,22,22,23,8,8,8,8,8,8,02.07.2018,4.43
83936,3/7/2018,16.2,75.75,5,10,16.8,9.6,37,10,10,11,12,12,12,8,8,8,8,5,5,03.07.2018,7.46
83936,4/7/2018,0,88,0,10,10.6,7.4,47,7,8,10,10,10,10,8,8,8,14,14,14,04.07.2018,2.44
83936,5/7/2018,1.5,97.75,0,10,12.8,9.8,57,11,12,12,12,12,12,8,8,8,8,7,7,05.07.2018,1.67
83936,6/7/2018,0.5,95.25,0,10,15,11.6,67,12,12,13,15,15,15,3,14,10,7,7,7,06.07.2018,1.43
83936,7/7/2018,0.2,97.5,1.4, 9.33333,20.4,14,77,15,16,17,20,20,21,3,3,8,8,8,8,07.07.2018,1.97
83936,8/7/2018,0.3,91.75,0,10,15.2,10.2,87,12,12,12,12,13,12,7,14,8,7,7,14,08.07.2018,2.86
83936,9/7/2018,2.9,89,0, 9.33333,13,9.8,97,10,11,11,12,12,12,8,8,8,8,7,7,09.07.2018,2.2
83936,10/7/2018,0.5,93,1.3, 9.33333,13.6,7.4,107,8,10,11,11,12,12,8,8,8,8,8,8,10.07.2018,3.37
83936,11/7/2018,0,90.75,6.5, 8.33333,15.4,3.6,117,7,7,11,13,13,15,3,3,8,5,5,5,11.07.2018,7.63
83936,12/7/2018,0.1,96.5,3.5, 3.66667,15.2,4.4,127,6,7,7,10,11,15,3,3,3,3,8,0,12.07.2018,6.15
83936,13/7/2018,0,89.25,8.7, 0.666667,19.4,3.6,137,7,11,13,17,18,18,0,0,0,0,0,0,13.07.2018,9.36
83936,14/7/2018,0,72.5,9.1,0,27.2,7.4,147,15,18,22,22,26,27,0,0,0,0,0,0,14.07.2018,9.19
83936,15/7/2018,0,77.75,6.6, 2.33333,29,15.2,157,25,26,27,27,28,28,0,0,0,5,5,8,15.07.2018,7.65
83936,16/7/2018,5,93,0, 6.66667,20.4,14,167,13,15,15,16,16,16,7,7,8,8,8,7,16.07.2018,2.71
83936,17/7/2018,29.5,95,0,10,21.4,14.2,177,16,17,16,17,20,18,15,15,20,23,8,8,17.07.2018,1.7
83936,18/7/2018,28.5,81.5,8.6, 4.66667,29.6,16,187,22,25,27,28,30,30,0,0,0,0,0,0,18.07.2018,8.74
83936,19/7/2018,0,49.5,7.6,3,29.4,18.8,197,23,26,27,28,28,28,1,1,0,1,0,0,19.07.2018,9.33
83936,20/7/2018,0,95.25,0,8,27,9.2,207,15,13,12,12,12,12,14,14,14,14,14,20,20.07.2018,0.16
83936,21/7/2018,16.2,79.5,9.4, 3.33333,14.8,6.4,217,8,10,11,12,12,13,0,0,0,0,0,0,21.07.2018,11.21
83936,22/7/2018,0,91.75,0, 6.33333,13.6,3.8,227,6,7,7,10,11,12,5,5,5,8,8,0,22.07.2018,5.04
83936,23/7/2018,0.5,87.25,0,10,12.6,10.6,237,12,12,12,12,12,12,7,7,7,7,7,7,23.07.2018,1.48
83936,24/7/2018,0,88,0,10,12.6,9,247,10,10,11,11,11,12,7,7,7,7,7,7,24.07.2018,1.71
83936,25/7/2018,17.8,98.75,0,10,15,12.2,257,12,13,13,15,15,15,7,7,7,7,7,14,25.07.2018,0.71
83936,26/7/2018,20.8,90.25,0.2,10,15.4,11.4,267,12,12,13,13,15,15,14,7,7,7,7,8,26.07.2018,2.8
83936,27/7/2018,0.5,90.5,0.9, 7.66667,14.4,6.6,277,10,11,12,12,13,13,7,7,7,7,8,8,27.07.2018,3.89
83936,28/7/2018,5.9,99,0,10,13.6,10.6,287,12,12,11,11,12,12,24,8,8,0,0,0,28.07.2018,1.3
83936,29/7/2018,0,83.5,6.6, 5.66667,16.2,9.2,297,12,12,12,15,16,16,0,0,8,8,8,8,29.07.2018,8.69
83936,30/7/2018,0,90.5,5.1, 7.66667,17,8,307,11,12,13,15,16,17,8,8,8,8,5,8,30.07.2018,7.83
83936,31/7/2018,0,87.75,8.3, 2.33333,16,4,317,7,11,12,13,12,15,0,0,5,8,8,8,31.07.2018,10.57
83936,1/8/2018,0,86.75,6.7,6,13.8,4.8,18,7,11,12,12,13,13,8,8,8,5,0,0,01.08.2018,9.08
83936,2/8/2018,0,89.25,5,6,17,6.4,28,7,8,11,12,15,17,7,7,8,0,0,0,02.08.2018,7.87
83936,3/8/2018,0,94,0.3, 6.66667,17,11.6,38,12,12,15,16,17,17,3,7,8,8,8,8,03.08.2018,3.35
83936,4/8/2018,0,89,3.1, 5.66667,16.4,10,48,15,15,15,13,16,16,3,8,8,8,8,5,04.08.2018,4.09
83936,5/8/2018,0,91,3.7, 3.33333,15.2,6.6,58,10,10,11,12,12,12,7,7,7,8,8,8,05.08.2018,4.02
83936,6/8/2018,0,88.25,8.3, 3.33333,19,3.4,68,10,13,16,17,18,18,2,0,0,0,0,0,06.08.2018,12
83936,7/8/2018,0.8,80.25,9.3,0,24.4,6.4,78,10,12,16,18,22,23,0,0,0,0,0,0,07.08.2018,11.9
83936,8/8/2018,4.9,87.25,0.8, 6.66667,19.2,11.6,88,15,17,18,17,17,16,15,5,7,10,7,7,08.08.2018,2.37
83936,9/8/2018,2.5,92.75,0, 6.66667,13,8.2,98,7,8,8,8,10,10,10,10,10,10,10,10,09.08.2018,1.92
83936,10/8/2018,0,82.5,5.1, 7.33333,13.4,6.4,108,7,7,10,10,12,12,5,8,8,8,8,8,10.08.2018,8.3
83936,11/8/2018,0,93.25,0.1,10,15,9,118,15,15,15,15,12,11,7,7,8,8,8,5,11.08.2018,5.32
83936,12/8/2018,0,88.5,8.8, 2.66667,19.8,5.4,128,10,13,16,17,18,20,8,5,5,5,0,0,12.08.2018,12.52
83936,13/8/2018,0,87,7, 3.33333,24,11.2,138,11,12,12,12,17,22,3,3,3,8,0,0,13.08.2018,11.3
83936,14/8/2018,0,84.75,3.8, 6.66667,23.8,9.2,148,12,17,21,22,23,22,8,0,0,0,0,0,14.08.2018,9.03
83936,15/8/2018,0,81.75,8,7,18,11.4,158,12,13,16,16,17,17,5,0,8,8,8,8,15.08.2018,10.42
83936,16/8/2018,0,86,7.9, 6.66667,18.6,8.6,168,11,12,15,16,17,18,5,8,5,0,0,0,16.08.2018,11.09
83936,17/8/2018,0,87.75,6.7, 3.33333,23,10.2,178,10,10,11,12,12,17,3,3,3,3,3,0,17.08.2018,11.55
83936,18/8/2018,0,71.25,9.9, 0.333333,27.2,10.4,188,17,20,23,25,26,27,0,0,0,0,0,0,18.08.2018,12.39
83936,19/8/2018,17.2,92.25,2.6, 5.66667,23.2,10.2,198,21,22,23,21,18,17,0,0,0,8,8,8,19.08.2018,4.46
83936,20/8/2018,2.6,87,0.8,10,12.2,7,208,7,7,7,8,8,8,7,7,7,7,7,8,20.08.2018,5.2
83936,21/8/2018,7.9,87.5,1.7, 6.66667,11,5.4,218,7,8,10,10,11,11,5,8,8,8,8,8,21.08.2018,5.82
83936,22/8/2018,0.6,91,0,10,11.6,9.6,228,11,11,11,12,11,11,10,10,14,7,7,10,22.08.2018,4.11
83936,23/8/2018,7.5,84.75,5.3, 7.66667,18.4,9.8,238,11,12,13,16,17,17,7,8,8,5,0,0,23.08.2018,10.9
83936,24/8/2018,34.1,91.5,0, 9.66667,23.2,13,248,16,15,16,16,17,17,20,20,20,22,14,14,24.08.2018,1.07
83936,25/8/2018,0,72.75,10, 4.66667,15.4,7.8,258,13,13,15,15,11,8,5,0,0,0,0,0,25.08.2018,14.57
83936,26/8/2018,0,80.25,10,0,17,1,268,7,11,12,12,13,15,0,0,0,0,0,0,26.08.2018,14.89
83936,27/8/2018,0,77.75,10.1,0,19.6,2,278,8,8,7,9,10,10,0,0,0,0,0,0,27.08.2018,14.8
83936,28/8/2018,0,68.75,10.2,0,24.4,5.8,288,20,22,22,23,23,25,0,0,0,0,0,0,28.08.2018,14.22
83936,29/8/2018,0,89.25,0.6, 6.33333,21.2,13,298,17,17,17,17,17,21,8,8,14,15,24,8,29.08.2018,4.32
83936,30/8/2018,2.9,92,1,8,26.8,17,308,20,18,18,17,18,17,5,14,14,10,14,20,30.08.2018,3.15
83936,31/8/2018,47.1,97,0, 9.66667,20,15,318,17,18,18,20,20,20,16,16,15,8,8,8,31.08.2018,1.49
83936,1/9/2018,33.6,98.5,0,10,16.2,14.6,19,15,15,16,16,16,16,20,15,7,10,10,10,01.09.2018,0.94
83936,2/9/2018,21.8,96.5,0,10,18.2,15,29,16,17,17,17,17,17,10,7,10,10,10,10,02.09.2018,2.21
83936,3/9/2018,7.9,90.5,0.7,10,19.6,14.8,39,15,16,17,18,18,18,14,14,14,12,14,8,03.09.2018,4.53
83936,4/9/2018,3.4,89.5,4.4, 7.66667,19.6,9.4,49,12,12,13,15,16,17,8,8,8,8,8,8,04.09.2018,9.27
83936,5/9/2018,0,83.5,9.9,0,20.8,8.2,59,12,15,18,20,21,21,4,0,0,0,0,0,05.09.2018,15.68
83936,6/9/2018,0,75.75,10.5,0,27.2,9.6,69,17,20,22,23,26,27,0,0,0,0,0,0,06.09.2018,15.22
83936,7/9/2018,0,77,10.2,0,26.2,9.6,79,8,12,16,22,23,25,2,0,0,0,0,0,07.09.2018,15.11
83936,8/9/2018,0,72,10.1,0,24.2,10.6,89,16,17,21,22,23,25,0,0,0,0,0,0,08.09.2018,15.59
83936,9/9/2018,0,78.25,8.3, 4.66667,20.2,13.1,99,17,17,18,20,20,20,8,5,5,5,5,5,09.09.2018,15.56
83936,10/9/2018,0,77.25,7.9, 6.33333,22.8,15.8,109,16,16,17,17,20,22,7,8,5,8,8,8,10.09.2018,9.88
83936,11/9/2018,0,78.25,2.3, 9.33333,20.2,13.2,119,16,17,18,20,21,20,8,8,8,8,8,8,11.09.2018,7.07
83936,12/9/2018,0,80.5,9.8, 5.66667,24,12.8,129,16,17,20,21,22,22,5,0,0,0,0,0,12.09.2018,14.52
83936,13/9/2018,4.5,88.5,0, 6.66667,24,14,139,15,17,18,21,23,23,0,0,0,0,0,0,13.09.2018,5.75
83936,14/9/2018,7.4,92.75,0, 9.66667,20.4,17.8,149,17,17,17,17,20,20,8,7,7,7,7,8,14.09.2018,2.95
83936,15/9/2018,3.9,90.5,2.3,9,22.2,16.2,159,16,17,18,21,22,22,14,8,5,5,8,8,15.09.2018,8.33
83936,16/9/2018,2,87,3.3, 9.33333,23,16.2,169,18,20,21,22,22,22,8,5,5,0,0,0,16.09.2018,10.98
83936,17/9/2018,6.3,95,0,10,20,16.6,179,17,17,18,18,18,20,14,8,8,8,14,8,17.09.2018,3.35
83936,18/9/2018,0.1,86.25,4.8, 9.33333,24,16.8,189,18,18,20,21,22,23,8,8,8,8,8,8,18.09.2018,8.11
83936,19/9/2018,0,71.25,9, 3.33333,30.2,14.2,199,20,23,26,27,27,28,0,0,0,0,0,0,19.09.2018,14.76
83936,20/9/2018,0,83.75,6.2,8,22.4,16.4,209,16,20,22,22,22,22,20,0,0,0,0,0,20.09.2018,11.15
83936,21/9/2018,1.7,84,10.1, 1.33333,28.2,14.4,219,18,21,22,25,27,27,0,0,0,0,0,5,21.09.2018,13.61
83936,22/9/2018,0,65.75,10.2,0,33.2,16.8,229,27,28,32,32,33,33,0,0,0,0,0,0,22.09.2018,15.57
83936,23/9/2018,9,89.5,1, 6.66667,30.2,18.4,239,20,21,20,22,20,18,15,20,20,8,15,15,23.09.2018,3.04
83936,24/9/2018,75,93.5,0.3, 8.33333,21,17.6,249,18,18,21,20,20,21,15,15,7,8,5,5,24.09.2018,1.96
83936,25/9/2018,8.8,96,0,10,19,16.8,259,17,17,17,17,18,17,24,20,20,14,8,8,25.09.2018,1.58
83936,26/9/2018,7.9,93.25,0, 9.66667,23.6,17.8,269,17,18,18,21,22,22,3,3,7,7,8,5,26.09.2018,6.36
83936,27/9/2018,0,90.75,1,9,24,19.2,279,20,21,22,22,23,23,7,7,7,8,8,8,27.09.2018,6.9
83936,28/9/2018,0,86,5.8, 6.33333,26.2,19.6,289,20,21,22,23,25,26,7,7,8,8,8,8,28.09.2018,11.11
83936,29/9/2018,0,64.75,9.6, 4.33333,33.4,19.6,299,26,27,30,32,32,32,0,0,0,0,0,0,29.09.2018,14.29
83936,30/9/2018,46.8,81.25,0.8, 8.66667,28.4,17.6,309,20,25,22,22,23,22,12,8,8,8,8,8,30.09.2018,5.36
83936,1/10/2018,0,87.75,0.9,10,22.6,17.6,110,22,17,18,21,22,22,15,20,20,5,5,15,01.10.2018,4.04
83936,2/10/2018,39.1,91.25,0,10,17.6,12.6,210,12,12,15,16,16,16,8,15,8,8,8,8,02.10.2018,3.63
83936,3/10/2018,5.3,84.5,5.2, 8.66667,20.8,13,310,13,16,17,17,17,20,8,8,8,8,8,8,03.10.2018,10.68
83936,4/10/2018,0,81.25,8.2,5,22.8,10.8,410,12,17,18,20,21,22,3,0,0,0,0,0,04.10.2018,16.01
83936,5/10/2018,0,70.75,10.3, 4.66667,20.6,10.6,510,16,17,18,21,20,21,0,0,0,0,0,0,05.10.2018,18.13
83936,6/10/2018,0,72,9.3,4,21.6,10.4,610,15,16,18,20,21,22,0,0,0,0,0,0,06.10.2018,15.86
83936,7/10/2018,0,77,8.8,5,28,13.4,710,17,21,23,26,27,27,0,0,0,0,0,5,07.10.2018,14.51
83936,8/10/2018,0,81,9.6, 5.33333,30.8,18,810,22,25,27,27,28,28,0,0,0,5,8,8,08.10.2018,14.15
83936,9/10/2018,0,81.5,2.4, 5.33333,28.2,21,910,27,28,26,21,22,22,5,8,12,15,8,8,09.10.2018,6.35
83936,10/10/2018,12.9,77.75,0.6, 9.66667,22.4,18.2,1010,18,21,21,22,22,22,8,8,8,8,8,5,10.10.2018,5.36
83936,11/10/2018,0,68.5,5.2, 5.33333,22,13.4,1110,16,17,18,20,22,22,8,8,8,8,8,8,11.10.2018,11.89
83936,12/10/2018,0,93,1.4,10,25.4,16,1210,18,20,23,26,25,22,8,8,8,8,8,8,12.10.2018,5.37
83936,13/10/2018,27.6,79.75,1, 9.66667,21,16,1310,17,17,17,17,20,20,8,7,7,7,8,8,13.10.2018,5.99
83936,14/10/2018,0,79.75,10.6, 5.33333,22.8,11.4,1410,17,21,21,22,22,22,8,0,0,5,0,5,14.10.2018,17.58
83936,15/10/2018,0,81.75,9.5, 3.66667,25,12,1510,17,18,21,22,23,25,8,5,0,0,5,0,15.10.2018,17.88
83936,16/10/2018,0,75.75,10.8, 0.666667,28.2,15.8,1610,22,22,25,26,27,27,0,0,0,5,5,5,16.10.2018,17.37
83936,17/10/2018,0,70.75,6.6, 3.33333,29.4,20,1710,26,27,27,27,26,27,0,0,0,5,8,8,17.10.2018,9.84
83936,18/10/2018,0,83.25,1.6, 9.33333,28.8,20.2,1810,22,22,23,27,27,28,0,8,8,5,8,5,18.10.2018,8.21
83936,19/10/2018,0,69,6.4,7,25,19,1910,20,22,23,25,25,25,7,8,8,8,8,5,19.10.2018,11.97
83936,20/10/2018,0,63.75,11.6, 2.33333,23.2,12.2,2010,17,18,21,22,22,22,5,5,0,0,0,0,20.10.2018,19.13
83936,21/10/2018,0,66.25,11.7, 1.66667,26,12.4,2110,17,20,21,22,23,25,0,0,0,0,0,0,21.10.2018,18.69
83936,22/10/2018,0,65,9.2, 3.33333,30.6,14.6,2210,20,23,26,27,27,28,0,0,0,0,0,0,22.10.2018,16.22
83936,23/10/2018,0,69,1.9, 9.33333,25,18.8,2310,18,18,18,20,21,22,0,0,0,5,8,8,23.10.2018,13.04
83936,24/10/2018,0,67.75,9.8,7,25.8,14.8,2410,21,22,23,25,26,26,0,0,0,0,0,5,24.10.2018,17.96
83936,25/10/2018,0,74.25,9.8,8,28.4,16.4,2510,21,23,25,27,27,27,5,0,0,5,5,5,25.10.2018,16.65
83936,26/10/2018,0,81.5,2, 7.33333,25.8,17.8,2610,18,20,21,23,26,26,8,8,8,8,8,8,26.10.2018,8.7
83936,27/10/2018,0.8,81.5,8.5, 8.66667,25,15.4,2710,17,17,20,21,22,23,8,8,8,8,8,8,27.10.2018,11.24
83936,28/10/2018,1.8,65.75,11.1,6,24.8,13.6,2810,18,22,23,25,23,23,5,8,8,5,0,0,28.10.2018,18.26
83936,29/10/2018,0,68.5,11.3,7,27.4,14.4,2910,22,22,26,27,27,27,0,0,0,5,5,5,29.10.2018,17.81
83936,30/10/2018,0,66,9.8, 2.66667,34.8,16,3010,20,22,26,32,32,35,0,0,0,0,5,5,30.10.2018,15.64
83936,31/10/2018,14,78.5,0,10,27.4,20,3110,22,22,22,23,23,23,9,8,8,8,7,8,31.10.2018,4.5
83936,1/11/2018,1.2,78.5,7.4, 8.66667,24,17.8,111,21,22,23,22,22,23,8,8,8,8,8,8,01.11.2018,13.01
83936,2/11/2018,0,72.75,9.9, 2.33333,27.6,14.8,211,17,21,22,23,26,27,8,0,0,0,0,0,02.11.2018,18.43
83936,3/11/2018,16.4,93.75,0, 8.66667,23.4,17.8,311,18,20,21,22,22,22,8,8,8,7,7,8,03.11.2018,4.45
83936,4/11/2018,0,75,10.6, 3.33333,25,15.4,411,16,17,18,20,22,22,5,8,5,5,5,8,04.11.2018,17.85
83936,5/11/2018,0,74.5,11.6, 0.333333,29.2,15.2,511,18,21,22,25,27,28,0,0,0,0,0,0,05.11.2018,18.81
83936,6/11/2018,0,68.25,7.2,6,29.2,18,611,22,25,26,27,28,30,0,0,0,0,0,0,06.11.2018,16.69
83936,7/11/2018,0,70.5,4.9,9,27,19.2,711,21,21,22,22,22,23,8,8,8,8,8,8,07.11.2018,9.93
83936,8/11/2018,0,62.5,12,0,29.2,17.2,811,20,22,23,26,27,27,0,0,0,0,0,0,08.11.2018,19.21
83936,9/11/2018,0,58,12.1,1,32,20,911,23,26,27,28,30,32,0,0,0,0,0,0,09.11.2018,16.13
83936,10/11/2018,0,56.5,11.5, 3.66667,34.8,22.4,1011,26,27,30,31,32,32,0,0,0,0,0,8,10.11.2018,18.57
83936,11/11/2018,0,62.25,6.7, 5.66667,33.6,23,1111,27,30,31,32,32,32,0,0,0,0,5,5,11.11.2018,13.22
83936,12/11/2018,0,59.5,0.3,8,35,22,1211,26,28,31,32,32,35,0,0,0,0,0,0,12.11.2018,12.55
83936,13/11/2018,0,82.5,0,10,30.6,22.2,1311,27,27,27,28,30,31,5,0,0,6,6,8,13.11.2018,2.42
83936,14/11/2018,23.8,73.5,8.2,8,27.4,21.4,1411,22,23,25,27,27,27,8,5,0,5,5,0,14.11.2018,14.55
83936,15/11/2018,0,65,11.9,0,29.8,14.4,1511,22,23,25,26,27,27,0,0,0,0,0,0,15.11.2018,19.64
83936,16/11/2018,0,59,12,0,30.2,14,1611,21,23,25,27,27,28,0,0,0,0,0,0,16.11.2018,19.71
83936,17/11/2018,44.6,91.75,0.3, 6.66667,24.2,18.8,1711,22,22,20,18,18,20,8,23,20,20,15,14,17.11.2018,1.09
83936,18/11/2018,0,74.75,4.1,8,24.4,17.8,1811,20,20,20,20,21,22,7,5,8,8,8,8,18.11.2018,8.54
83936,19/11/2018,0,62.5,12.2,2,24.2,11.8,1911,17,18,20,21,22,22,0,0,0,0,0,0,19.11.2018,20.79
83936,20/11/2018,0,65.5,12,0,29.4,10.8,2011,20,22,26,27,27,28,0,0,0,0,0,0,20.11.2018,20.04
83936,21/11/2018,0,63,12,0,33,15,2111,23,26,28,30,31,32,0,0,0,0,0,0,21.11.2018,18.81
83936,22/11/2018,0,56.5,11.8, 2.33333,34.6,18.6,2211,27,28,32,32,33,33,0,0,0,0,0,0,22.11.2018,18.08
83936,23/11/2018,115.4,91.75,0, 7.66667,27.6,18.8,2311,22,23,26,27,27,27,0,0,0,0,8,8,23.11.2018,4.05
83936,24/11/2018,0,77.5,8.6,9,28.6,17.6,2411,20,21,25,26,27,27,8,8,8,8,8,8,24.11.2018,13.72
83936,25/11/2018,0,71,12, 2.33333,26.2,16.2,2511,18,21,21,22,22,25,8,8,5,0,0,0,25.11.2018,19.54
83936,26/11/2018,0,54.25,10, 3.33333,26.2,16,2611,21,22,23,25,26,27,0,0,0,0,0,0,26.11.2018,19.44
83936,27/11/2018,0,82.75,5.4, 7.66667,26,17.2,2711,21,21,22,23,25,25,0,0,0,0,0,8,27.11.2018,12.62
83936,28/11/2018,1.3,88,3.8, 9.33333,28.4,19,2811,22,22,22,23,26,26,8,8,0,8,8,8,28.11.2018,10.65
83936,29/11/2018,1.6,79.25,9.5, 7.66667,32.4,19.8,2911,23,25,27,27,27,28,8,8,8,8,8,8,29.11.2018,12.95
83936,30/11/2018,40.8,76.5,10.3, 5.33333,31.4,20,3011,22,25,27,27,27,28,8,8,8,8,8,8,30.11.2018,14.16
83936,1/12/2018,0,70.75,10.4,6,27.8,20.8,112,25,26,27,27,27,27,8,8,8,12,8,8,01.12.2018,15.42
83936,2/12/2018,0,64,12, 5.66667,22.4,12.6,212,16,17,21,21,22,20,8,8,8,8,8,8,02.12.2018,18.49
83936,3/12/2018,0,61.75,12.1,0,25.6,10.2,312,16,17,20,21,22,22,0,0,0,0,0,0,03.12.2018,20.51
83936,4/12/2018,0,51.5,12.5, 0.666667,29,11.8,412,22,23,25,26,26,27,0,0,0,0,0,0,04.12.2018,20.4
83936,5/12/2018,0,64,11.7, 2.33333,28.2,15.4,512,18,21,22,23,25,26,5,0,0,0,0,0,05.12.2018,18.76
83936,6/12/2018,0,61.75,10, 7.33333,25.8,14.8,612,20,18,20,20,20,20,0,0,0,0,0,0,06.12.2018,17.64
83936,7/12/2018,0,57.25,12.4,4,25.4,13.2,712,16,17,18,20,21,21,0,0,0,0,0,0,07.12.2018,20
83936,8/12/2018,0,53.25,12.4,0,25.8,11,812,13,17,20,21,22,22,0,0,0,0,0,0,08.12.2018,19.96
83936,9/12/2018,0,57.5,9.2, 4.66667,31.8,14,912,22,25,26,27,30,31,0,0,0,0,0,0,09.12.2018,14.75
83936,10/12/2018,0,57.75,12.6, 2.33333,34.4,17,1012,25,27,31,32,32,32,0,0,0,0,0,5,10.12.2018,18.27
83936,11/12/2018,0,61,7.3, 4.33333,38.4,20.4,1112,25,27,31,35,37,38,0,0,0,0,0,0,11.12.2018,16.32
83936,12/12/2018,2.5,81.75,0, 9.33333,30,21.2,1212,25,28,30,28,28,28,0,0,0,5,0,0,12.12.2018,9.77
