Estacao,Data,Precipitacao,Umidade,Insolacao,Nebulosidade,TempMaxima,TempMinima,DiaMes,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,condicao1,condicao2,condicao3,condicao4,condicao5,condicao6,DataEnergia,Energia
83936,3/11/2017,16.4,82,0,10,25.6,17.2,311,18,21,22,22,25,25,0,0,0,0,0,0,03.11.2017,6.79
83936,4/11/2017,18.6,82.25,5.3, 9.33333,23.4,18.2,411,18,20,20,20,21,22,14,7,8,8,8,8,04.11.2017,9.61
83936,5/11/2017,0.2,70,11.4,3,23.8,13.6,511,17,20,22,22,22,23,0,0,0,5,5,5,05.11.2017,19.98
83936,6/11/2017,0,63.75,11.6,0,25.8,13,611,16,18,21,22,22,23,5,5,0,0,0,5,06.11.2017,19.8
83936,7/11/2017,0,69,9.1,4,28.2,14.8,711,17,20,22,25,26,27,5,0,0,0,0,0,07.11.2017,18.47
83936,8/11/2017,2.5,85,5.9, 7.33333,25.4,18.4,811,20,21,22,22,23,23,8,8,8,8,8,8,08.11.2017,12.04
83936,9/11/2017,0,78.25,9.2, 5.33333,30,18.8,911,18,22,23,25,27,27,3,8,8,8,8,8,09.11.2017,15.3
83936,10/11/2017,0.5,78.5,4.4, 6.66667,27.2,17.6,1011,17,18,20,21,22,23,8,8,8,8,5,8,10.11.2017,10.15
83936,11/11/2017,0,49.25,11.9,0,28.6,13.8,1111,22,25,26,27,27,27,0,0,0,0,8,5,11.11.2017,20.19
83936,12/11/2017,0,61.75,11.8,0,27.4,11.4,1211,18,18,20,22,22,23,0,0,0,0,0,0,12.11.2017,21.09
83936,13/11/2017,0,58,12,0,30,11.6,1311,22,23,26,27,27,28,0,0,0,0,0,0,13.11.2017,20.26
83936,14/11/2017,0,48.25,12.2, 0.666667,33.6,14.2,1411,20,27,31,31,32,32,0,0,0,0,0,0,14.11.2017,19.86
83936,15/11/2017,0,40.5,12.1,0,36.6,18,1511,27,27,31,32,35,36,0,0,0,0,0,0,15.11.2017,19.45
83936,16/11/2017,18.8,88,1.9, 6.33333,29.6,16.8,1611,25,26,23,22,17,17,5,5,12,24,12,14,16.11.2017,5.13
83936,17/11/2017,0,81.75,3.7, 9.33333,25.6,16,1711,17,17,18,20,22,23,7,7,8,8,8,8,17.11.2017,11.93
83936,18/11/2017,0,62,11.4, 8.66667,26,18,1811,25,23,25,26,26,26,5,5,0,0,0,0,18.11.2017,19.02
83936,19/11/2017,0,60,11.9,0,27,9,1911,16,21,22,22,25,26,0,0,0,0,0,0,19.11.2017,20.9
83936,20/11/2017,0,52.5,12.2,0,29.8,13.2,2011,18,21,23,26,27,28,0,0,0,0,0,0,20.11.2017,20.44
83936,21/11/2017,0,71.25,2,6,25.8,16.8,2111,20,20,22,22,23,25,8,8,8,5,8,8,21.11.2017,10.44
83936,22/11/2017,0,58.75,12.1, 3.33333,24.2,9.6,2211,16,17,18,21,22,23,0,0,0,0,0,0,22.11.2017,21.38
83936,23/11/2017,0,54.25,12.4,0,31.6,9.2,2311,22,25,27,28,30,31,0,0,0,0,0,0,23.11.2017,13.56
83936,24/11/2017,0,51.5,12.3, 0.333333,33.6,13.2,2411,22,27,28,31,31,32,0,0,0,0,0,0,24.11.2017,19.62
83936,25/11/2017,0,91.25,0, 6.66667,24,14.8,2511,17,17,17,17,16,15,7,7,14,14,14,14,25.11.2017,1.84
83936,26/11/2017,13,86,5, 9.33333,25.6,14.8,2611,17,17,18,20,21,22,7,8,8,8,8,8,26.11.2017,12.63
83936,27/11/2017,0,66,12.1,0,30,13.4,2711,20,22,25,26,27,27,0,0,0,0,0,0,27.11.2017,20.61
83936,28/11/2017,0,69.25,11.6, 2.66667,28.8,17,2811,20,22,25,27,27,28,8,8,0,0,0,0,28.11.2017,19.37
83936,29/11/2017,0,67,9.9, 2.66667,28.6,17.6,2911,22,25,26,27,27,27,8,5,0,0,0,0,29.11.2017,20.3
83936,30/11/2017,0,70.5,10.1, 8.33333,27.8,18.4,3011,20,22,23,25,26,27,8,8,8,8,8,5,30.11.2017,17.87
83936,1/12/2017,0,64.75,12, 0.666667,30.2,17.2,112,21,22,23,26,27,27,5,0,0,0,0,0,01.12.2017,19.79
83936,2/12/2017,0,74.75,7.9, 3.66667,32.2,18.4,212,22,23,26,27,28,31,0,0,5,5,5,5,02.12.2017,14.48
83936,3/12/2017,2.3,85.25,4, 9.33333,29.4,21.2,312,26,27,28,27,27,25,8,8,12,12,20,24,03.12.2017,10.45
83936,4/12/2017,17.8,83.75,0.7, 9.33333,23.8,20.8,412,21,21,21,21,22,22,7,7,7,10,8,8,04.12.2017,5.15
83936,5/12/2017,1,82,3.9,9,25.8,18.4,512,18,18,20,22,25,25,10,10,10,8,8,8,05.12.2017,11.85
83936,6/12/2017,0,78.5,10.5,7,32,19.8,612,23,27,27,28,31,31,5,5,5,5,5,5,06.12.2017,17.73
83936,7/12/2017,0,66.25,11.1, 3.66667,33.2,23.2,712,26,27,28,30,30,31,5,0,8,8,8,8,07.12.2017,17.73
83936,8/12/2017,0,61.5,11.5,1,31.8,19.4,812,27,30,30,31,32,32,0,0,0,0,0,0,08.12.2017,20.19
83936,9/12/2017,0,60.5,10.8,0,33.4,17.2,912,18,22,26,27,31,32,8,0,0,0,0,0,09.12.2017,19.85
83936,10/12/2017,0,42.25,12.7,1,34.2,18.8,1012,25,32,32,32,33,32,0,0,0,5,5,0,10.12.2017,19.09
83936,11/12/2017,0,50.5,12.7,0,27.6,16.4,1112,23,23,25,25,27,27,0,0,0,0,0,0,11.12.2017,21.16
83936,12/12/2017,0,57,12.6,0,30,14.2,1212,16,18,22,22,25,27,0,0,0,0,0,0,12.12.2017,21.12
83936,13/12/2017,0,56.75,10.3, 3.66667,36,17,1312,22,27,30,32,33,35,0,0,0,0,0,5,13.12.2017,17.52
83936,14/12/2017,0,62.25,1.8, 7.33333,32.6,22,1412,31,32,32,28,28,27,5,5,8,8,8,8,14.12.2017,7.45
83936,15/12/2017,0,63.5,12.2, 0.666667,33.8,17.6,1512,28,30,31,32,32,33,0,0,5,5,5,0,15.12.2017,19.43
83936,16/12/2017,0,59.5,12, 0.666667,38,19.8,1612,23,27,31,33,36,37,0,0,0,0,0,0,16.12.2017,19.18
83936,17/12/2017,8.6,74.25,3.3, 7.66667,34,20.6,1712,33,33,21,21,23,27,5,8,20,14,5,0,17.12.2017,8.38
83936,18/12/2017,0,69.75,7.3, 4.33333,24.8,18,1812,21,22,23,25,25,22,8,8,5,5,5,5,18.12.2017,17.37
83936,19/12/2017,0,76.25,8, 5.33333,28.2,15.8,1912,21,22,25,26,27,27,5,0,0,0,0,0,19.12.2017,17.52
83936,20/12/2017,0,81.75,1.1, 7.66667,28.6,21,2012,22,25,27,27,26,27,7,8,5,5,15,24,20.12.2017,8.45
83936,21/12/2017,0,67,12.3, 3.66667,32.4,19.8,2112,25,27,27,31,31,31,0,0,5,8,8,5,21.12.2017,17.84
83936,22/12/2017,5.7,87.5,5.9, 5.66667,30.8,21.4,2212,25,27,30,28,28,28,0,0,0,14,12,12,22.12.2017,11.32
83936,23/12/2017,33.5,91,2.8,8,30.6,21.8,2312,28,30,30,30,23,23,8,8,12,12,19,16,23.12.2017,8.59
83936,24/12/2017,0,72,8.3,9,27.8,19.6,2412,21,22,22,23,25,27,8,8,8,8,8,8,24.12.2017,14.93
83936,25/12/2017,0,70.75,12, 0.666667,26.6,15.2,2512,17,21,22,23,25,26,0,5,5,5,0,0,25.12.2017,21.37
83936,26/12/2017,0,67.5,12.1,0,31.8,15,2612,18,21,23,26,27,30,0,0,0,0,0,0,26.12.2017,19.75
83936,27/12/2017,0,75.75,11.5, 4.66667,34,20.6,2712,27,28,31,31,32,32,0,0,5,8,8,8,27.12.2017,18.03
83936,28/12/2017,0,75.5,5.2, 4.33333,31.2,21.4,2812,27,28,28,30,30,30,0,0,0,0,0,0,28.12.2017,16.61
83936,29/12/2017,0,82.25,4.5,10,29.6,22.2,2912,22,25,26,27,28,28,8,8,5,5,8,8,29.12.2017,13.52
83936,30/12/2017,15,76.5,11.1,4,31.2,21.2,3012,28,31,31,31,30,28,5,5,5,5,0,0,30.12.2017,19.82
83936,31/12/2017,0,75.25,10.1, 2.33333,33.6,20.4,3112,22,23,27,28,30,31,8,5,0,0,0,0,31.12.2017,19.89
83936,1/1/2018,0,81.75,1.6, 8.33333,28.4,21.6,11,25,25,26,27,27,27,8,8,8,8,5,5,01.01.2018,9.76
83936,2/1/2018,6.2,77.75,7.1, 9.33333,30,22.4,21,22,23,25,26,27,27,8,8,8,8,8,8,02.01.2018,12.81
83936,3/1/2018,0,63.75,11.9, 3.66667,31.8,18,31,22,25,27,28,30,30,0,0,0,0,5,5,03.01.2018,19.53
83936,4/1/2018,0,55.5,12.2, 0.666667,34,15.8,41,25,27,30,31,32,33,0,0,0,0,0,0,04.01.2018,19.72
83936,5/1/2018,0,53.75,12.5,6,35.6,18.8,51,27,30,32,32,33,35,0,0,0,0,5,5,05.01.2018,19.29
83936,6/1/2018,1,75.25,5.6,6,27.6,20.8,61,20,21,21,22,22,22,14,8,8,12,8,8,06.01.2018,10.8
83936,7/1/2018,0.4,64.75,12.5,1,28,14.2,71,21,23,25,26,27,27,0,0,0,0,0,0,07.01.2018,21.39
83936,8/1/2018,0,64,12.3, 1.33333,30.4,15.8,81,22,23,25,27,27,28,0,0,0,0,0,0,08.01.2018,20.42
83936,9/1/2018,0,64.25,12.4,0,30.8,18,91,21,22,25,27,27,28,0,0,0,0,0,0,09.01.2018,20.1
83936,10/1/2018,0,67,9,3,33.4,20,101,25,27,30,31,31,32,0,0,0,5,5,8,10.01.2018,14.17
83936,11/1/2018,0,70.25,11.3, 5.33333,34,20.6,111,25,27,27,30,31,32,5,5,5,8,8,8,11.01.2018,16.8
83936,12/1/2018,0,69,10.9, 3.66667,33,20.6,121,26,27,27,28,32,32,0,8,8,8,8,8,12.01.2018,14.9
83936,13/1/2018,0,79,6.1, 5.66667,32.2,21.4,131,23,26,27,31,31,30,5,5,0,5,8,12,13.01.2018,13
83936,14/1/2018,10.3,83.75,3.3,9,30.6,23.4,141,26,27,27,28,27,30,8,5,8,13,8,8,14.01.2018,11.04
83936,15/1/2018,11.5,85.25,4.2, 8.66667,29.4,23,151,22,22,23,25,27,28,14,10,7,8,8,8,15.01.2018,10.85
83936,16/1/2018,0.5,76.25,6.9, 7.66667,29.8,20.8,161,22,23,25,26,27,28,8,8,8,8,8,8,16.01.2018,14.33
83936,17/1/2018,0,84.75,6.6, 3.33333,31.2,20.4,171,22,23,27,27,28,30,8,5,5,5,5,8,17.01.2018,14.15
83936,18/1/2018,8.1,82,3.2, 8.66667,29.8,22.6,181,25,27,27,28,30,28,8,5,8,8,8,12,18.01.2018,10.7
83936,19/1/2018,1.6,67,12,4,30.8,17.8,191,22,25,27,27,28,28,0,0,0,0,0,0,19.01.2018,20.52
83936,20/1/2018,0,75,5.7, 3.33333,31.6,16.4,201,26,27,31,32,31,31,0,0,0,0,0,0,20.01.2018,16.26
83936,21/1/2018,7.7,90.25,0,10,26,21.8,211,22,22,22,22,22,22,8,14,16,16,16,14,21.01.2018,2.14
83936,22/1/2018,21.3,88.5,4.2, 8.66667,29.2,22,221,22,22,23,23,25,27,12,24,8,20,8,8,22.01.2018,7.51
83936,23/1/2018,7.9,82.25,3.5,5,28.4,22.8,231,26,27,27,27,25,22,8,5,8,8,24,14,23.01.2018,6.93
83936,24/1/2018,3.7,84.75,3.9, 8.66667,31.4,21.4,241,28,31,31,30,30,28,0,0,5,5,5,5,24.01.2018,11.68
83936,25/1/2018,0,75.5,9.1,9,28.2,20.8,251,21,22,26,26,27,27,8,8,5,5,8,8,25.01.2018,17.42
83936,26/1/2018,0,73,11.9, 2.66667,28,17.6,261,20,22,23,26,27,27,0,0,5,0,0,0,26.01.2018,20.09
83936,27/1/2018,0,88.5,5,6,29,18.4,271,22,27,27,28,27,23,0,0,0,5,8,20,27.01.2018,8.81
83936,28/1/2018,41.8,88,2.1, 9.66667,29.6,22,281,25,26,27,27,27,28,8,8,8,8,8,8,28.01.2018,10.75
83936,29/1/2018,0.2,71.75,10.7,7,28.8,21.4,291,22,25,25,26,27,27,8,8,8,8,8,8,29.01.2018,16.82
83936,30/1/2018,0,74.5,12,2,29,16.2,301,22,25,26,27,27,28,0,8,8,8,8,5,30.01.2018,19.29
83936,31/1/2018,0,74.75,11, 0.666667,30.2,19.6,311,23,25,27,27,28,30,0,0,0,0,0,0,31.01.2018,19.45
83936,1/2/2018,0,77.25,9.7, 6.66667,31,19.4,12,21,22,25,26,27,28,8,5,5,5,0,0,01.02.2018,18.38
83936,2/2/2018,0,75.75,9.7,4,31.2,18.2,22,20,20,22,26,27,28,3,7,0,0,0,0,02.02.2018,18.7
83936,3/2/2018,0,72.5,11.9, 4.66667,29.8,18.8,32,23,25,26,27,28,28,5,5,0,0,5,5,03.02.2018,18.98
83936,4/2/2018,0,72.5,12,4,30.8,18.4,42,20,22,25,26,27,27,0,0,0,0,0,0,04.02.2018,19.9
83936,5/2/2018,0,76.25,10.6, 3.66667,31.2,17.4,52,25,27,28,30,28,30,0,0,0,5,5,5,05.02.2018,16.5
83936,6/2/2018,0,72,11.9, 1.33333,32,19.2,62,22,25,27,28,31,32,5,0,0,0,0,5,06.02.2018,19.29
83936,7/2/2018,0,70.75,9.9,4,33.2,20,72,21,21,25,26,28,31,8,8,0,0,0,0,07.02.2018,18.88
83936,8/2/2018,2.6,76.25,7.9, 2.66667,34,19.2,82,22,25,31,32,33,33,0,0,0,0,0,5,08.02.2018,13.52
83936,9/2/2018,46.9,84.5,3.2, 6.33333,33.8,21.8,92,28,32,32,32,36,26,8,0,0,8,12,13,09.02.2018,9.89
83936,10/2/2018,0,81.75,7.7, 6.66667,31.4,20.2,102,22,25,26,27,28,30,0,5,0,0,5,8,10.02.2018,14.83
83936,11/2/2018,0,87.75,1.2,10,26.6,16.8,112,22,23,25,25,26,27,7,7,8,8,8,8,11.02.2018,8.15
83936,12/2/2018,3.7,75,8.6, 5.66667,25.4,15.4,122,17,17,20,21,22,22,8,8,8,8,8,5,12.02.2018,14.58
83936,13/2/2018,0,72.5,11.5, 0.333333,25.6,14.2,132,17,18,21,22,23,25,0,0,0,0,0,0,13.02.2018,20.45
83936,14/2/2018,0,72.5,11.6, 0.666667,28,16,142,22,23,26,27,27,27,0,0,0,0,0,0,14.02.2018,19.96
83936,15/2/2018,0,66,11.8,0,28.8,17,152,18,21,22,25,26,27,5,0,0,0,0,0,15.02.2018,19.66
83936,16/2/2018,0,73.25,10.2, 4.66667,30,17.4,162,18,23,26,27,28,28,5,0,0,0,0,0,16.02.2018,17.48
83936,17/2/2018,0,79,8.9,5,31.8,18.4,172,18,22,26,27,30,31,3,5,0,0,0,0,17.02.2018,15.87
83936,18/2/2018,0,79.5,8.2,6,31.6,19,182,25,27,28,30,31,30,0,0,5,5,5,8,18.02.2018,13.64
83936,19/2/2018,4,84.5,0.9, 7.66667,29.2,22.2,192,25,26,27,27,27,27,8,12,8,8,8,14,19.02.2018,9.17
83936,20/2/2018,49.8,94.75,0.8, 9.33333,25.8,20.6,202,25,26,25,25,22,22,8,8,12,12,16,14,20.02.2018,4.67
83936,21/2/2018,1.9,85.5,9,8,29,17.4,212,26,27,27,28,25,25,8,12,12,12,24,5,21.02.2018,14.25
83936,22/2/2018,0,80.25,11.2,3,27.4,14.4,222,22,23,25,26,26,26,0,8,8,8,8,5,22.02.2018,14.78
83936,23/2/2018,0,78.25,9, 6.66667,27.8,17.4,232,20,22,23,25,26,27,8,8,5,5,5,5,23.02.2018,17.75
83936,24/2/2018,0,75.5,9.5, 4.33333,29.2,17.8,242,21,23,25,26,27,27,8,5,5,8,8,8,24.02.2018,17.18
83936,25/2/2018,0,79.5,9.7, 4.33333,29.8,19.6,252,22,23,26,26,27,28,8,8,8,0,0,5,25.02.2018,16.01
83936,26/2/2018,0,78.5,9.1,7,30.6,19.2,262,22,23,26,27,28,30,8,5,0,0,5,5,26.02.2018,17.48
83936,27/2/2018,0,77.75,7.6, 8.66667,31.4,20.6,272,22,23,26,27,28,30,8,8,5,5,0,0,27.02.2018,14.22
83936,28/2/2018,0,89.25,5.3,8,30,18.8,282,20,22,26,27,28,30,3,5,5,5,5,5,28.02.2018,13.21
83936,1/3/2018,21.9,84.25,6.4, 9.33333,31.2,21,13,22,22,23,26,27,28,3,3,7,8,8,8,01.03.2018,11.03
83936,2/3/2018,0,81.75,8.2, 6.33333,30.8,20.8,23,22,23,27,27,30,30,3,8,0,0,0,5,02.03.2018,17.09
83936,3/3/2018,0,82.75,5.3, 6.66667,28.6,19.2,33,22,22,26,27,27,28,8,8,8,8,5,0,03.03.2018,11.92
83936,4/3/2018,0,77.25,9.3, 7.66667,32.8,19.2,43,22,25,27,28,30,32,8,5,0,5,5,5,04.03.2018,15.87
83936,5/3/2018,0,76.75,9.3, 3.33333,33,19,53,27,26,23,22,22,22,5,5,0,0,5,5,05.03.2018,16.07
83936,6/3/2018,0,76.75,6.1, 7.33333,30.2,20.2,63,25,27,27,27,27,30,8,8,8,8,8,12,06.03.2018,12.12
83936,7/3/2018,0,68.5,11.4, 1.66667,26.4,15.6,73,17,18,21,22,23,23,0,0,0,0,0,0,07.03.2018,18.59
83936,8/3/2018,0,71,10.9,0,27.6,13.4,83,12,12,12,17,20,22,0,0,2,0,0,0,08.03.2018,18.48
83936,9/3/2018,0,78.75,9.2, 2.66667,29.8,15.6,93,17,20,22,25,27,27,0,8,0,0,0,0,09.03.2018,16.41
83936,10/3/2018,0,77.25,8.8, 3.66667,34.8,17.6,103,18,22,26,27,32,33,3,0,0,0,0,0,10.03.2018,16.73
83936,11/3/2018,0,65,10,2,34.6,17.4,113,27,32,32,33,33,32,0,0,0,5,5,5,11.03.2018,16.41
83936,12/3/2018,0,73.75,10.9, 3.33333,25.6,14.2,123,18,20,21,22,22,23,0,0,0,0,0,0,12.03.2018,18.52
83936,13/3/2018,0,71.25,9.4, 3.33333,29.8,10.8,133,21,23,23,26,27,27,5,5,5,5,0,0,13.03.2018,15.66
83936,14/3/2018,0,67.75,10, 3.33333,33,17.6,143,21,23,27,30,31,32,0,0,0,0,0,0,14.03.2018,14.51
83936,15/3/2018,59.2,81.25,1.6, 8.33333,28.4,19.8,153,23,25,25,26,27,27,8,8,7,7,8,5,15.03.2018,4.81
83936,16/3/2018,0,75.25,10.9,0,27.8,12,163,17,20,22,22,25,26,0,0,0,0,0,0,16.03.2018,17.84
83936,17/3/2018,0,77.5,10,3,32.2,18.2,173,21,23,27,28,31,31,0,0,0,0,0,0,17.03.2018,15.52
83936,18/3/2018,0,64.5,10.7,1,36.8,22.6,183,31,32,35,35,37,37,0,0,0,5,12,5,18.03.2018,15.31
83936,19/3/2018,9.2,79,7.2,8,31.6,18.4,193,18,20,21,22,22,23,8,5,5,5,0,0,19.03.2018,11.86
83936,20/3/2018,11.9,87,3.3, 7.66667,23,15.8,203,17,17,17,18,20,22,8,8,8,8,5,0,20.03.2018,7.97
83936,21/3/2018,0,78.25,7.6, 4.33333,25,15,213,17,17,21,22,22,25,8,8,8,5,5,0,21.03.2018,13.29
83936,22/3/2018,0,77.5,6.9, 2.66667,25.6,12.2,223,17,20,22,22,25,26,5,0,0,0,0,0,22.03.2018,14.73
83936,23/3/2018,0,84.5,8.9, 6.33333,30.8,16.6,233,17,20,22,25,27,28,0,0,0,0,5,5,23.03.2018,12.65
83936,24/3/2018,64.8,89.5,0, 8.66667,27.4,18.8,243,26,23,20,20,18,18,8,15,20,8,10,10,24.03.2018,0.61
83936,25/3/2018,0,82.5,4.1, 9.66667,21.6,16.4,253,18,18,18,20,20,20,8,8,8,8,8,8,25.03.2018,8.13
83936,26/3/2018,0,78,6.9,4,22,10.8,263,15,17,18,21,21,22,0,0,0,8,8,8,26.03.2018,15.27
83936,27/3/2018,0,86,1.9,9,24.8,18.2,273,22,22,25,23,25,25,8,8,8,8,8,8,27.03.2018,9.19
83936,28/3/2018,0,84.5,4.9,8,28.4,20,283,22,22,23,25,26,27,8,7,7,8,8,8,28.03.2018,11
83936,29/3/2018,0,86,5.4,9,29.2,20.8,293,21,22,23,26,27,27,3,3,8,5,8,8,29.03.2018,12.31
83936,30/3/2018,0,85.75,5.4, 6.33333,28.8,19.8,303,22,22,23,26,27,27,7,8,8,8,8,8,30.03.2018,9.49
83936,31/3/2018,0.6,95.75,0,10,24.6,20.6,313,22,21,21,22,22,22,18,14,14,14,8,14,31.03.2018,1.69
83936,1/4/2018,22.5,90.25,3.1, 9.33333,27.4,20.4,14,21,22,22,25,26,27,3,11,8,8,8,12,01.04.2018,6.22
83936,2/4/2018,11.2,86.25,6.2,9,26.2,19.6,24,20,22,22,23,26,25,8,8,8,8,8,8,02.04.2018,10.65
83936,3/4/2018,0,86.25,7.6, 3.33333,28.6,17.8,34,22,23,25,26,26,26,5,5,8,8,8,8,03.04.2018,13.87
83936,4/4/2018,3.1,90.25,6.2,8,26.8,18.2,44,20,21,21,25,26,26,7,7,8,8,8,8,04.04.2018,10.7
83936,5/4/2018,0,88,6.7, 4.66667,27.4,17.8,54,17,18,21,23,26,27,3,7,8,5,5,5,05.04.2018,11.72
83936,6/4/2018,0,83.75,7.2,4,27.4,16,64,17,17,18,23,26,27,3,3,3,0,0,0,06.04.2018,14.79
83936,7/4/2018,0,81,8.7,5,31,15.8,74,17,20,23,27,28,30,3,5,0,0,0,0,07.04.2018,14.48
83936,8/4/2018,0,76,7.6, 2.66667,31.2,17.4,84,18,23,27,28,31,31,3,0,0,0,0,0,08.04.2018,13.86
83936,9/4/2018,0,79.25,8.4, 6.33333,31.2,19.6,94,23,26,27,30,30,31,0,0,0,0,0,0,09.04.2018,13.2
83936,10/4/2018,0,70.75,8.6, 6.66667,33.4,20,104,23,26,27,32,32,32,0,0,0,0,0,0,10.04.2018,13
83936,11/4/2018,0,64,10.4,3,35.4,20.2,114,26,28,31,32,33,35,0,0,0,0,0,0,11.04.2018,13.68
83936,12/4/2018,0,66.75,10.3, 2.66667,35,23.4,124,28,31,32,33,33,35,0,0,0,0,0,5,12.04.2018,13.37
83936,13/4/2018,8.9,90.5,0, 9.33333,26.2,17.8,134,17,17,17,17,18,18,10,10,10,14,3,3,13.04.2018,1.53
83936,14/4/2018,2.3,89.5,0,10,19.6,16.6,144,17,17,17,17,17,17,14,7,7,14,7,7,14.04.2018,2.22
83936,15/4/2018,0.1,80.75,9.3,5,25.2,14.8,154,17,18,22,23,25,25,0,0,0,0,5,5,15.04.2018,13.86
83936,16/4/2018,0,79,9.8,0,26.6,16.6,164,18,22,23,25,26,27,0,0,0,0,0,0,16.04.2018,14.03
83936,17/4/2018,0,72.5,10, 1.33333,28.6,16,174,22,23,25,26,27,27,0,0,0,0,0,0,17.04.2018,13.63
83936,18/4/2018,0,75.75,9.9, 2.66667,31.4,15.8,184,22,26,27,27,30,31,0,0,0,0,0,5,18.04.2018,12.75
83936,19/4/2018,0,73.25,9.8,2,32.2,17.6,194,23,27,28,30,31,32,0,0,0,0,0,5,19.04.2018,12.8
83936,20/4/2018,18.2,79.5,7.2, 4.33333,32.4,17.8,204,25,27,31,31,32,31,0,0,8,8,12,12,20.04.2018,9.6
83936,21/4/2018,100.4,96.25,0.1, 9.33333,23.8,19.8,214,20,20,20,20,21,21,21,20,20,15,15,15,21.04.2018,1.79
83936,22/4/2018,0,86.5,8.9, 4.33333,31.4,19,224,23,26,27,28,30,30,0,0,0,0,0,5,22.04.2018,12.26
83936,23/4/2018,0,92.5,0.5, 6.66667,26.8,20.6,234,23,22,22,22,23,25,5,8,8,0,5,5,23.04.2018,3.85
83936,24/4/2018,0,93,2.2, 7.66667,26.8,20.2,244,22,22,23,25,25,27,3,8,8,8,8,5,24.04.2018,5.04
83936,25/4/2018,0,94,1.2, 9.33333,27.2,20.8,254,21,22,22,25,27,27,3,3,3,8,8,8,25.04.2018,6.3
83936,26/4/2018,0,91.25,4.1,9,26,19.8,264,21,22,22,22,25,26,3,3,3,3,3,5,26.04.2018,6.12
83936,27/4/2018,0,89.75,1.3,10,29.2,20,274,20,21,22,26,27,28,3,3,0,0,0,0,27.04.2018,6.05
83936,28/4/2018,0,86.75,8.3, 4.33333,31.4,17.8,284,22,23,27,28,30,32,0,0,0,0,0,0,28.04.2018,10.65
83936,29/4/2018,0,81.5,7, 6.66667,32.8,18.2,294,20,23,27,28,31,32,3,0,0,0,0,0,29.04.2018,11.14
83936,30/4/2018,0.9,90.25,0,10,24.4,20,304,21,21,22,22,22,22,8,8,8,5,5,8,30.04.2018,1.38
83936,1/5/2018,0.4,90.75,0,10,20.6,18.6,15,20,20,20,20,20,18,7,7,7,7,7,7,01.05.2018,1.84
83936,2/5/2018,0,90,0,10,22.4,17.2,25,17,20,21,22,22,22,0,5,5,5,8,8,02.05.2018,5.27
83936,3/5/2018,4.1,94,0, 6.66667,21.6,19,35,20,20,21,22,21,21,20,14,14,8,7,7,03.05.2018,1.43
83936,4/5/2018,5.2,89.25,3.9, 9.66667,26.8,17.8,45,22,22,25,26,27,26,8,5,5,5,5,5,04.05.2018,8.53
83936,5/5/2018,0,90.5,0.2, 8.33333,23.8,19.4,55,20,21,21,22,23,23,3,8,8,8,8,5,05.05.2018,5.02
83936,6/5/2018,0,86.75,5.2,9,25.8,20.2,65,22,22,22,25,26,26,8,8,8,8,8,8,06.05.2018,7.62
83936,7/5/2018,0,84.5,7.5,6,25.8,18.4,75,20,22,22,25,26,26,8,5,5,5,0,0,07.05.2018,9.59
83936,8/5/2018,0,85.75,2.8, 6.66667,26,17.8,85,18,21,22,25,25,26,3,0,0,0,0,0,08.05.2018,8.39
83936,9/5/2018,0,85.25,0, 6.66667,25.2,18,95,22,22,23,23,25,25,0,0,0,0,0,8,09.05.2018,3.66
83936,10/5/2018,2.7,79,0.4,10,25.8,19.6,105,22,25,26,26,26,26,0,0,0,0,5,5,10.05.2018,6.08
83936,11/5/2018,12.4,86,3.6,9,22.2,17.8,115,20,20,21,22,22,22,8,8,8,9,8,8,11.05.2018,4.78
83936,12/5/2018,1.7,87.25,6.9, 4.33333,22,14.4,125,18,20,18,20,21,22,8,8,8,8,8,5,12.05.2018,8.19
83936,13/5/2018,0,84.5,8, 3.66667,21.2,9.8,135,13,16,17,18,20,21,2,2,0,0,0,0,13.05.2018,11.14
83936,14/5/2018,0,81.75,5.3, 6.66667,26.8,11.8,145,13,17,22,25,26,27,0,0,0,0,0,0,14.05.2018,8.86
83936,15/5/2018,1,95.25,0, 6.66667,21.8,15.8,155,17,20,21,22,22,21,8,8,8,8,8,8,15.05.2018,1.75
83936,16/5/2018,0,82.5,7.5, 8.66667,19.8,14.2,165,17,17,17,18,20,18,5,0,0,0,0,0,16.05.2018,10.34
83936,17/5/2018,0,83.5,3.5, 7.66667,19.4,7.4,175,8,12,15,16,18,18,3,0,0,0,0,0,17.05.2018,8.99
83936,18/5/2018,4.6,99,0,10,17,13.4,185,13,13,13,15,15,15,20,14,7,7,7,14,18.05.2018,0.63
83936,19/5/2018,23.8,91.5,1.7, 9.66667,16,11.4,195,12,12,12,13,15,16,14,14,7,8,8,8,19.05.2018,2.71
83936,20/5/2018,4,89.5,0.6, 6.66667,14.2,10,205,11,12,12,13,13,15,8,8,8,8,8,8,20.05.2018,4.2
83936,21/5/2018,0,91.5,6.7, 3.33333,17,5.8,215,11,12,13,15,16,16,0,0,0,5,8,8,21.05.2018,8.99
83936,22/5/2018,0,91.75,8.9, 2.66667,17.8,5.8,225,11,13,15,16,17,16,0,0,0,5,8,8,22.05.2018,9.31
83936,23/5/2018,0,84.5,9,0,17.6,3.8,235,7,12,13,15,17,17,0,0,0,0,0,0,23.05.2018,10.66
