Precipitacao,Umidade,Nebulosidade,TempMaxima,TempMinima,DiaMes,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Energia
0,90.5, 8.33333,23.8,19.4,55,20,21,21,22,23,23,5.02
0,86.75,9,25.8,20.2,65,22,22,22,25,26,26,7.62
0,84.5,6,25.8,18.4,75,20,22,22,25,26,26,9.59
0,85.75, 6.66667,26,17.8,85,18,21,22,25,25,26,8.39
0,85.25, 6.66667,25.2,18,95,22,22,23,23,25,25,3.66
2.7,79,10,25.8,19.6,105,22,25,26,26,26,26,6.08
12.4,86,9,22.2,17.8,115,20,20,21,22,22,22,4.78
1.7,87.25, 4.33333,22,14.4,125,18,20,18,20,21,22,8.19
0,84.5, 3.66667,21.2,9.8,135,13,16,17,18,20,21,11.14
0,81.75, 6.66667,26.8,11.8,145,13,17,22,25,26,27,8.86
1,95.25, 6.66667,21.8,15.8,155,17,20,21,22,22,21,1.75
0,82.5, 8.66667,19.8,14.2,165,17,17,17,18,20,18,10.34
0,83.5, 7.66667,19.4,7.4,175,8,12,15,16,18,18,8.99
4.6,99,10,17,13.4,185,13,13,13,15,15,15,0.63
23.8,91.5, 9.66667,16,11.4,195,12,12,12,13,15,16,2.71
4,89.5, 6.66667,14.2,10,205,11,12,12,13,13,15,4.2
0,91.5, 3.33333,17,5.8,215,11,12,13,15,16,16,8.99
0,91.75, 2.66667,17.8,5.8,225,11,13,15,16,17,16,9.31
0,84.5,0,17.6,3.8,235,7,12,13,15,17,17,10.66
0,87,0,17,2.4,245,7,10,12,15,16,17,10.76
0,88,0,18.4,2.6,255,7,12,13,16,17,18,10.49
0,93.5, 3.33333,21,8.2,265,10,10,11,12,15,17,6.86
0,86.75, 4.66667,27,11.8,275,17,18,22,22,25,27,8.48
0,63.25, 0.666667,29.8,18,285,22,23,25,27,27,28,9.3
0,71.75,2,26.2,17.8,295,21,22,26,26,26,27,9.79
0,73,6,29.2,15.8,305,20,22,25,26,27,27,8.77
8.5,86, 8.33333,22,17.2,315,17,18,18,17,17,17,0.83
15.1,97.5,10,20,14.4,16,17,17,18,18,18,17,0.97
0,91.5,9,14.4,8.2,26,11,11,12,12,12,12,3.16
0,95, 3.66667,12.8,4.2,36,7,8,8,10,11,12,3.76
0,94, 7.66667,15,7.2,46,11,12,13,15,15,15,3.09
0,90.25,9,16,11,56,12,12,13,13,13,15,3.89
0,88.5,9,14.8,7.8,66,8,10,11,12,13,15,7.82
0,73, 0.666667,17.2,4.2,76,8,12,13,16,16,17,10.27
0,85.5,0,19,3,86,7,12,13,16,16,17,10.18
0,76.5, 2.33333,22.2,3,96,10,12,17,18,22,22,9.28
0,55.75,7,30.2,15,106,22,22,22,25,27,28,6.62
0.7,79.75,10,30,19.6,116,27,27,27,28,28,30,4.33
19.8,89.5,10,19.6,14.8,126,16,17,17,17,15,16,1.32
0.7,83.25, 8.66667,14.8,7.8,136,10,11,12,12,12,12,3.85
0,88.75, 8.33333,10.4,2.4,146,7,7,7,8,8,10,3.35
0,91.75, 8.66667,11,1.2,156,2,6,7,7,8,10,6.12
0,83.75,0,12.2,-0.6,166,8,10,11,12,12,12,10.1
0,88.75,0,12.8,-1,176,2,7,8,11,12,12,10.22
0,96.25, 4.33333,13.4,0,186,3,5,7,8,11,12,5.63
0,96, 9.33333,18.2,6.8,196,7,7,8,11,16,17,4.64
0,88, 3.33333,24.2,5.8,206,8,12,17,18,22,23,9.19
0,78.25, 9.33333,27.2,12,216,18,23,26,26,27,27,7.4
0,84.75,5,18.6,5.6,226,7,11,12,13,16,17,9.95
0,80,6,25.4,9.4,236,23,25,25,25,25,22,3.29
27.7,92.5,10,17.4,10,246,11,11,11,10,11,11,1
3.6,97.75,10,11.4,9.6,256,11,11,11,11,12,11,1.29
3.5,90.25, 5.66667,16.2,9.6,266,11,12,12,13,15,16,0.16
0,98.25, 6.66667,14.2,5.4,276,7,7,11,12,15,13,0.16
1.5,97.25,10,17,11.6,286,12,12,13,13,13,13,0.16
37.2,98.5,10,16.4,15.2,296,16,16,17,17,17,17,0.16
32.3,97, 8.33333,18.2,12.8,306,13,15,15,16,17,17,0.16
0.1,94.25, 9.33333,21.8,14.4,17,15,15,16,17,20,21,5.56
0,80, 6.66667,25.6,15.2,27,25,22,21,22,22,23,4.43
16.2,75.75,10,16.8,9.6,37,10,10,11,12,12,12,7.46
0,88,10,10.6,7.4,47,7,8,10,10,10,10,2.44
1.5,97.75,10,12.8,9.8,57,11,12,12,12,12,12,1.67
0.5,95.25,10,15,11.6,67,12,12,13,15,15,15,1.43
0.2,97.5, 9.33333,20.4,14,77,15,16,17,20,20,21,1.97
0.3,91.75,10,15.2,10.2,87,12,12,12,12,13,12,2.86
2.9,89, 9.33333,13,9.8,97,10,11,11,12,12,12,2.2
0.5,93, 9.33333,13.6,7.4,107,8,10,11,11,12,12,3.37
0,90.75, 8.33333,15.4,3.6,117,7,7,11,13,13,15,7.63
0.1,96.5, 3.66667,15.2,4.4,127,6,7,7,10,11,15,6.15
0,89.25, 0.666667,19.4,3.6,137,7,11,13,17,18,18,9.36
0,72.5,0,27.2,7.4,147,15,18,22,22,26,27,9.19
0,77.75, 2.33333,29,15.2,157,25,26,27,27,28,28,7.65
5,93, 6.66667,20.4,14,167,13,15,15,16,16,16,2.71
29.5,95,10,21.4,14.2,177,16,17,16,17,20,18,1.7
28.5,81.5, 4.66667,29.6,16,187,22,25,27,28,30,30,8.74
0,49.5,3,29.4,18.8,197,23,26,27,28,28,28,9.33
0,95.25,8,27,9.2,207,15,13,12,12,12,12,0.16
16.2,79.5, 3.33333,14.8,6.4,217,8,10,11,12,12,13,11.21
0,91.75, 6.33333,13.6,3.8,227,6,7,7,10,11,12,5.04
0.5,87.25,10,12.6,10.6,237,12,12,12,12,12,12,1.48
0,88,10,12.6,9,247,10,10,11,11,11,12,1.71
17.8,98.75,10,15,12.2,257,12,13,13,15,15,15,0.71
20.8,90.25,10,15.4,11.4,267,12,12,13,13,15,15,2.8
0.5,90.5, 7.66667,14.4,6.6,277,10,11,12,12,13,13,3.89
5.9,99,10,13.6,10.6,287,12,12,11,11,12,12,1.3
0,83.5, 5.66667,16.2,9.2,297,12,12,12,15,16,16,8.69
0,90.5, 7.66667,17,8,307,11,12,13,15,16,17,7.83
0,87.75, 2.33333,16,4,317,7,11,12,13,12,15,10.57
0,86.75,6,13.8,4.8,18,7,11,12,12,13,13,9.08
0,89.25,6,17,6.4,28,7,8,11,12,15,17,7.87
0,94, 6.66667,17,11.6,38,12,12,15,16,17,17,3.35
0,89, 5.66667,16.4,10,48,15,15,15,13,16,16,4.09
0,91, 3.33333,15.2,6.6,58,10,10,11,12,12,12,4.02
0,88.25, 3.33333,19,3.4,68,10,13,16,17,18,18,12
0.8,80.25,0,24.4,6.4,78,10,12,16,18,22,23,11.9
4.9,87.25, 6.66667,19.2,11.6,88,15,17,18,17,17,16,2.37
2.5,92.75, 6.66667,13,8.2,98,7,8,8,8,10,10,1.92
0,82.5, 7.33333,13.4,6.4,108,7,7,10,10,12,12,8.3
0,93.25,10,15,9,118,15,15,15,15,12,11,5.32
0,88.5, 2.66667,19.8,5.4,128,10,13,16,17,18,20,12.52
0,87, 3.33333,24,11.2,138,11,12,12,12,17,22,11.3
0,84.75, 6.66667,23.8,9.2,148,12,17,21,22,23,22,9.03
0,81.75,7,18,11.4,158,12,13,16,16,17,17,10.42
0,86, 6.66667,18.6,8.6,168,11,12,15,16,17,18,11.09
0,87.75, 3.33333,23,10.2,178,10,10,11,12,12,17,11.55
0,71.25, 0.333333,27.2,10.4,188,17,20,23,25,26,27,12.39
17.2,92.25, 5.66667,23.2,10.2,198,21,22,23,21,18,17,4.46
2.6,87,10,12.2,7,208,7,7,7,8,8,8,5.2
7.9,87.5, 6.66667,11,5.4,218,7,8,10,10,11,11,5.82
0.6,91,10,11.6,9.6,228,11,11,11,12,11,11,4.11
7.5,84.75, 7.66667,18.4,9.8,238,11,12,13,16,17,17,10.9
34.1,91.5, 9.66667,23.2,13,248,16,15,16,16,17,17,1.07
0,72.75, 4.66667,15.4,7.8,258,13,13,15,15,11,8,14.57
0,80.25,0,17,1,268,7,11,12,12,13,15,14.89
0,77.75,0,19.6,2,278,8,8,7,9,10,10,14.8
0,68.75,0,24.4,5.8,288,20,22,22,23,23,25,14.22
0,89.25, 6.33333,21.2,13,298,17,17,17,17,17,21,4.32
2.9,92,8,26.8,17,308,20,18,18,17,18,17,3.15
47.1,97, 9.66667,20,15,318,17,18,18,20,20,20,1.49
33.6,98.5,10,16.2,14.6,19,15,15,16,16,16,16,0.94
21.8,96.5,10,18.2,15,29,16,17,17,17,17,17,2.21
7.9,90.5,10,19.6,14.8,39,15,16,17,18,18,18,4.53
3.4,89.5, 7.66667,19.6,9.4,49,12,12,13,15,16,17,9.27
0,83.5,0,20.8,8.2,59,12,15,18,20,21,21,15.68
0,75.75,0,27.2,9.6,69,17,20,22,23,26,27,15.22
0,77,0,26.2,9.6,79,8,12,16,22,23,25,15.11
0,72,0,24.2,10.6,89,16,17,21,22,23,25,15.59
0,78.25, 4.66667,20.2,13.1,99,17,17,18,20,20,20,15.56
0,77.25, 6.33333,22.8,15.8,109,16,16,17,17,20,22,9.88
0,78.25, 9.33333,20.2,13.2,119,16,17,18,20,21,20,7.07
0,80.5, 5.66667,24,12.8,129,16,17,20,21,22,22,14.52
4.5,88.5, 6.66667,24,14,139,15,17,18,21,23,23,5.75
7.4,92.75, 9.66667,20.4,17.8,149,17,17,17,17,20,20,2.95
3.9,90.5,9,22.2,16.2,159,16,17,18,21,22,22,8.33
2,87, 9.33333,23,16.2,169,18,20,21,22,22,22,10.98
6.3,95,10,20,16.6,179,17,17,18,18,18,20,3.35
0.1,86.25, 9.33333,24,16.8,189,18,18,20,21,22,23,8.11
0,71.25, 3.33333,30.2,14.2,199,20,23,26,27,27,28,14.76
0,83.75,8,22.4,16.4,209,16,20,22,22,22,22,11.15
1.7,84, 1.33333,28.2,14.4,219,18,21,22,25,27,27,13.61
0,65.75,0,33.2,16.8,229,27,28,32,32,33,33,15.57
9,89.5, 6.66667,30.2,18.4,239,20,21,20,22,20,18,3.04
75,93.5, 8.33333,21,17.6,249,18,18,21,20,20,21,1.96
8.8,96,10,19,16.8,259,17,17,17,17,18,17,1.58
7.9,93.25, 9.66667,23.6,17.8,269,17,18,18,21,22,22,6.36
0,90.75,9,24,19.2,279,20,21,22,22,23,23,6.9
0,86, 6.33333,26.2,19.6,289,20,21,22,23,25,26,11.11
0,64.75, 4.33333,33.4,19.6,299,26,27,30,32,32,32,14.29
46.8,81.25, 8.66667,28.4,17.6,309,20,25,22,22,23,22,5.36
0,87.75,10,22.6,17.6,110,22,17,18,21,22,22,4.04
39.1,91.25,10,17.6,12.6,210,12,12,15,16,16,16,3.63
5.3,84.5, 8.66667,20.8,13,310,13,16,17,17,17,20,10.68
0,81.25,5,22.8,10.8,410,12,17,18,20,21,22,16.01
0,70.75, 4.66667,20.6,10.6,510,16,17,18,21,20,21,18.13
0,72,4,21.6,10.4,610,15,16,18,20,21,22,15.86
0,77,5,28,13.4,710,17,21,23,26,27,27,14.51
0,81, 5.33333,30.8,18,810,22,25,27,27,28,28,14.15
0,81.5, 5.33333,28.2,21,910,27,28,26,21,22,22,6.35
12.9,77.75, 9.66667,22.4,18.2,1010,18,21,21,22,22,22,5.36
0,68.5, 5.33333,22,13.4,1110,16,17,18,20,22,22,11.89
0,93,10,25.4,16,1210,18,20,23,26,25,22,5.37
27.6,79.75, 9.66667,21,16,1310,17,17,17,17,20,20,5.99
0,79.75, 5.33333,22.8,11.4,1410,17,21,21,22,22,22,17.58
0,81.75, 3.66667,25,12,1510,17,18,21,22,23,25,17.88
0,75.75, 0.666667,28.2,15.8,1610,22,22,25,26,27,27,17.37
0,70.75, 3.33333,29.4,20,1710,26,27,27,27,26,27,9.84
0,83.25, 9.33333,28.8,20.2,1810,22,22,23,27,27,28,8.21
0,69,7,25,19,1910,20,22,23,25,25,25,11.97
0,63.75, 2.33333,23.2,12.2,2010,17,18,21,22,22,22,19.13
0,66.25, 1.66667,26,12.4,2110,17,20,21,22,23,25,18.69
0,65, 3.33333,30.6,14.6,2210,20,23,26,27,27,28,16.22
0,69, 9.33333,25,18.8,2310,18,18,18,20,21,22,13.04
0,67.75,7,25.8,14.8,2410,21,22,23,25,26,26,17.96
0,74.25,8,28.4,16.4,2510,21,23,25,27,27,27,16.65
0,81.5, 7.33333,25.8,17.8,2610,18,20,21,23,26,26,8.7
0.8,81.5, 8.66667,25,15.4,2710,17,17,20,21,22,23,11.24
1.8,65.75,6,24.8,13.6,2810,18,22,23,25,23,23,18.26
0,68.5,7,27.4,14.4,2910,22,22,26,27,27,27,17.81
0,66, 2.66667,34.8,16,3010,20,22,26,32,32,35,15.64
14,78.5,10,27.4,20,3110,22,22,22,23,23,23,4.5
1.2,78.5, 8.66667,24,17.8,111,21,22,23,22,22,23,13.01
0,72.75, 2.33333,27.6,14.8,211,17,21,22,23,26,27,18.43
16.4,93.75, 8.66667,23.4,17.8,311,18,20,21,22,22,22,4.45
0,75, 3.33333,25,15.4,411,16,17,18,20,22,22,17.85
0,74.5, 0.333333,29.2,15.2,511,18,21,22,25,27,28,18.81
0,68.25,6,29.2,18,611,22,25,26,27,28,30,16.69
0,70.5,9,27,19.2,711,21,21,22,22,22,23,9.93
0,62.5,0,29.2,17.2,811,20,22,23,26,27,27,19.21
0,58,1,32,20,911,23,26,27,28,30,32,16.13
0,56.5, 3.66667,34.8,22.4,1011,26,27,30,31,32,32,18.57
0,62.25, 5.66667,33.6,23,1111,27,30,31,32,32,32,13.22
0,59.5,8,35,22,1211,26,28,31,32,32,35,12.55
0,82.5,10,30.6,22.2,1311,27,27,27,28,30,31,2.42
23.8,73.5,8,27.4,21.4,1411,22,23,25,27,27,27,14.55
0,65,0,29.8,14.4,1511,22,23,25,26,27,27,19.64
0,59,0,30.2,14,1611,21,23,25,27,27,28,19.71
44.6,91.75, 6.66667,24.2,18.8,1711,22,22,20,18,18,20,1.09
0,74.75,8,24.4,17.8,1811,20,20,20,20,21,22,8.54
0,62.5,2,24.2,11.8,1911,17,18,20,21,22,22,20.79
0,65.5,0,29.4,10.8,2011,20,22,26,27,27,28,20.04
0,63,0,33,15,2111,23,26,28,30,31,32,18.81
0,56.5, 2.33333,34.6,18.6,2211,27,28,32,32,33,33,18.08
115.4,91.75, 7.66667,27.6,18.8,2311,22,23,26,27,27,27,4.05
0,77.5,9,28.6,17.6,2411,20,21,25,26,27,27,13.72
0,71, 2.33333,26.2,16.2,2511,18,21,21,22,22,25,19.54
0,54.25, 3.33333,26.2,16,2611,21,22,23,25,26,27,19.44
0,82.75, 7.66667,26,17.2,2711,21,21,22,23,25,25,12.62
1.3,88, 9.33333,28.4,19,2811,22,22,22,23,26,26,10.65
1.6,79.25, 7.66667,32.4,19.8,2911,23,25,27,27,27,28,12.95
40.8,76.5, 5.33333,31.4,20,3011,22,25,27,27,27,28,14.16
0,70.75,6,27.8,20.8,112,25,26,27,27,27,27,15.42
0,64, 5.66667,22.4,12.6,212,16,17,21,21,22,20,18.49
0,61.75,0,25.6,10.2,312,16,17,20,21,22,22,20.51
0,51.5, 0.666667,29,11.8,412,22,23,25,26,26,27,20.4
0,64, 2.33333,28.2,15.4,512,18,21,22,23,25,26,18.76
0,61.75, 7.33333,25.8,14.8,612,20,18,20,20,20,20,17.64
0,57.25,4,25.4,13.2,712,16,17,18,20,21,21,20
0,53.25,0,25.8,11,812,13,17,20,21,22,22,19.96
0,57.5, 4.66667,31.8,14,912,22,25,26,27,30,31,14.75
0,57.75, 2.33333,34.4,17,1012,25,27,31,32,32,32,18.27
0,61, 4.33333,38.4,20.4,1112,25,27,31,35,37,38,16.32
2.5,81.75, 9.33333,30,21.2,1212,25,28,30,28,28,28,9.77
0,77.5,5,33.2,21.8,1312,23,26,28,32,32,32,16.29
0,73.25, 8.66667,32.8,22.8,1412,28,31,31,31,32,32,7.73
2.3,86.5, 6.66667,26,20,1512,25,25,25,25,26,25,7.66
0,74.5,9,34.4,20.8,1612,22,25,27,30,31,32,16.48
3.3,70,3,37.4,21.2,1712,31,32,35,36,36,37,14.31
18.4,95,9,23.2,20.4,1812,22,22,22,22,22,21,3.26
36.1,85.75,10,26.6,20.2,1912,22,23,25,26,26,23,8.21
107.4,92,10,25.6,21.2,2012,21,22,21,22,22,22,0.57
3.7,86, 9.33333,27.4,21,2112,22,21,22,22,25,26,7.16
0,79.5,6,30.6,19.2,2212,23,25,25,27,27,28,17.64
0,71.5,3,30.8,19.4,2312,22,23,26,27,28,28,17.49
0,71, 4.33333,28.4,19,2412,22,22,23,26,27,27,19.15
0,81.75,4,29.8,19.6,2512,22,23,26,27,27,28,14.29
2.5,74.25, 3.33333,31.2,19.4,2612,22,22,25,27,28,30,17.91
0,74, 4.33333,32.8,19.8,2712,25,27,28,30,31,32,18.42
0,72.5, 1.33333,34.2,22.4,2812,26,30,32,31,30,32,15.11
0,67.25,5,35,22.6,2912,26,27,30,31,32,32,18.05
0,75.5, 4.66667,35,22.6,3012,26,28,31,32,32,30,15.24
0,73.75, 8.66667,32,24,3112,25,27,27,28,30,31,15.6
0,71, 6.66667,36.4,24.2,11,26,27,31,31,33,35,15.19
0,72.25,8,38,25.6,21,28,28,32,35,37,37,15.92
19.6,90.25, 7.66667,30.8,20,31,22,23,23,23,23,26,6.36
6,84.75,10,26.6,18.8,41,18,20,21,22,22,23,8.63
0,82.75, 7.66667,27.8,19.8,51,21,22,22,23,25,25,11.76
0.2,72, 4.66667,32.8,20.6,61,27,30,31,32,32,32,13.97
10.7,71.75,10,30.6,23.4,71,27,30,30,31,25,26,2.09
42.6,88.25,7,28.4,20,81,25,25,27,27,25,26,8.06
29.2,96.75,8,27.8,20.4,91,20,21,20,21,22,22,2.61
0,82, 9.66667,29,21.4,101,25,26,26,27,27,27,11.46
0,85.25,10,25,22.2,111,22,22,22,23,25,23,5.53
11.5,94.25,10,25,21,121,22,22,23,23,23,25,7.21
11.2,90, 5.66667,31.2,22,131,23,26,27,28,28,31,15.12
14.8,87.25, 9.33333,33.4,22.2,141,23,26,28,28,31,32,13.77
20.6,81.5, 9.66667,33.8,24,151,26,27,31,32,32,33,14.23
1.4,85.5,10,29,23.8,161,26,27,27,27,27,27,6.91
65.4,97, 9.33333,27,20.4,171,23,25,25,23,22,23,1.61
30.1,95.5,10,26.4,20.4,181,21,22,22,21,22,22,3.94
0,93.25,10,24,18.2,191,17,18,20,22,22,21,12.13
2,81.75, 8.33333,27,19,201,20,21,22,22,23,25,11.1
0,81.75,6,28.8,20.4,211,22,22,23,25,26,27,12.45
0,80.5, 2.66667,32.2,19.4,221,22,23,25,27,30,31,17.53
0,84.5, 6.66667,31.4,22.4,231,25,27,27,27,30,31,11.17
0.8,77.5,8,31.2,23.2,241,23,25,27,28,30,31,15.7
0,75.25, 3.33333,31.6,22.6,251,25,26,27,27,28,30,18.47
0,75.75, 6.66667,34,22,261,25,27,30,31,32,32,15.39
0,73, 3.33333,35.6,23,271,27,28,31,32,32,35,16.75
0,63.25,2,34.4,24.8,281,28,31,32,32,33,35,18.56
0,63.75, 3.33333,35.8,24.8,291,30,32,33,33,35,35,17.71
0,64.75, 4.66667,36,24.8,301,31,32,32,32,33,35,16.01
0,84.5, 3.66667,35,23.8,311,27,31,32,32,33,33,12.44
3.8,78.25,9,32.2,22.1,12,27,32,30,30,31,32,12.93
0,75.75,9,30.4,23.2,22,25,26,27,27,28,30,11.09
0,75.25, 8.66667,26.4,19.6,32,20,22,22,22,25,23,12.9
0,70.5,6,27,17.8,42,20,21,22,23,25,26,14.15
0,71, 3.33333,27.8,17.2,52,17,22,25,26,26,27,18.05
0,72, 3.33333,30.4,17.2,62,20,21,23,26,27,28,15.92
0,72.75,3,32,19.2,72,21,22,25,27,28,30,16.49
0,72.75, 6.33333,33,20,82,22,25,28,31,31,32,14.17
0,70.25, 6.66667,37,20.8,92,23,27,30,32,36,36,15.26
3.1,80.5, 8.33333,31.2,22,102,22,22,23,27,28,31,9.42
0.3,83, 4.33333,33.4,21.4,112,27,30,32,32,32,32,9.93
22.8,73.25, 9.66667,24.8,18.8,122,21,22,22,21,21,22,6.1
0,75,3,25.6,13.8,132,17,18,20,22,23,23,17.69
0,82.5,4,29.6,16.4,142,18,21,22,27,28,28,15.66
17.4,95,10,24.6,18.6,152,18,18,20,20,21,22,4.15
20.1,81.5,8,29,19.6,162,21,22,23,26,27,27,15.4
1,78, 2.33333,28.6,19.2,172,22,25,26,27,27,27,17.65
0,80.25,3,30.8,19.6,182,23,26,27,27,28,30,16.01
0,78.25, 3.33333,32.6,20,192,26,27,28,28,30,31,17.36
0,75.25, 1.33333,33,21.4,202,27,28,30,31,32,32,17.52
0,71,0,34.2,19.8,212,25,27,30,31,32,33,17.86
0,73.5, 0.666667,34,19.4,222,26,28,30,32,32,32,17.39
0,69.25, 3.66667,36.4,22.2,232,30,32,33,35,36,36,16.01
13.5,77.25, 5.66667,31.4,22.4,242,27,26,23,25,25,23,5.77
1.4,94.5, 9.33333,23.2,19,252,18,20,20,20,21,21,2.48
0,77.75,8,26.6,18.4,262,20,21,22,22,23,26,14.22
0,76, 2.33333,26,14.4,272,17,20,22,22,23,25,18.19
0,74.5, 0.333333,27.6,12.6,282,18,22,23,25,26,26,19.02
0,74.5,0,29.2,13.4,13,20,23,26,27,27,28,18.5
0,67.25,0,32,14.4,23,23,27,28,28,31,31,18.41
0,76.5,1,31.2,17.8,33,22,23,26,27,28,30,17.34
0,69,2,36.2,18.6,43,27,28,31,32,33,33,17.58
0.7,70.75, 6.66667,33,23.2,53,30,30,31,32,32,30,12.84
0,82.75, 9.66667,31.4,22.4,63,22,25,26,27,30,28,9.24
0,71,6,33.6,21.8,73,27,28,31,32,32,32,14.21
3.6,93, 9.33333,26.4,21.4,83,23,26,25,25,23,22,3.03
32.7,85.75,10,22,17.8,93,18,20,20,20,21,22,3.7
0,68, 7.33333,25.2,15,103,18,20,22,23,25,25,13.42
0.5,77.25, 4.66667,27,15.4,113,20,22,23,25,26,26,16.54
22.8,95.5, 9.33333,25,19.4,123,20,21,22,23,25,22,3.3
0,79.25, 8.66667,28.2,20,133,22,22,23,25,27,26,13.01
0,81.75, 1.33333,27.4,16,143,21,22,23,25,26,26,15.54
0,81,1,28.2,14.8,153,21,22,25,26,27,27,17.35
0,81.5, 5.66667,29.6,19.2,163,21,22,26,27,28,30,12.22
59.6,96.75,10,24.8,21,173,22,22,22,22,22,22,4.47
9.8,87.75,9,29.2,21.2,183,21,22,22,25,26,27,9.66
3.9,79,6,30,19.6,193,22,25,27,27,27,27,12.52
2.7,79.25,10,24.2,16.8,203,17,18,21,22,22,22,9.38
0,76.25, 2.66667,22.6,12,213,16,17,18,21,22,22,17.62
0,78.25, 2.33333,26,11,223,16,18,22,22,22,23,15.9
0,79.25, 3.66667,27.2,13.2,233,17,17,20,22,25,25,16.79
0,74.25,2,29.6,14.2,243,18,22,25,26,27,27,16
0,67.5,1,24.8,12.6,253,17,18,21,21,22,22,17.09
0,78, 2.66667,24.2,11,263,17,18,21,22,22,22,14.82
0,78.25, 5.66667,25,16,273,17,18,21,22,23,25,8.95
0,76.25, 3.66667,26.8,17.6,283,21,22,22,23,25,27,14.37
0,77.5, 5.33333,29.4,17.8,293,21,22,25,26,27,27,12.45
0,71.75, 3.33333,32.6,18,303,26,27,30,31,32,32,12.27
0,86,10,30,20.8,313,22,23,25,26,27,27,8.07
0,78.75, 3.66667,30.8,20,14,18,21,22,23,26,27,13.87
0,78.5, 4.66667,33.8,20.6,24,21,25,27,30,32,32,11.45
0,82.25, 6.66667,32.6,22.8,34,25,26,26,27,28,30,9.99
108.6,95, 8.66667,29.2,22.4,44,25,27,28,27,28,26,3.85
0,82.5, 9.66667,23.6,17.2,54,17,17,17,18,21,22,5.02
0,81.5, 8.66667,24,17,64,17,18,20,21,22,22,9.07
1.6,86.75,9,23.8,18.8,74,20,21,22,22,23,23,6.99
0,80, 5.66667,25.6,15.2,84,20,21,22,23,23,25,13.6
0,82.5, 3.33333,25.4,13.8,94,15,17,21,22,23,25,13.58
0,77, 0.666667,30,15,104,20,22,25,27,27,27,14.12
0,81.25, 6.66667,28.8,17.2,114,21,25,26,28,27,27,9.11
0.5,88.5, 4.66667,26.8,14.8,124,17,18,20,22,22,25,8.45
0,88.5,6,28.8,17.2,134,21,21,22,23,26,27,8.95
0,88,6,31,19.4,144,20,21,25,27,30,28,9.77
0,79.25, 4.66667,27.8,17,154,21,23,26,27,27,27,10.77
27,87.25,10,21,18,164,17,18,18,20,20,20,2.8
0.5,84.5,8,24.4,15,174,17,20,21,21,22,22,10.4
0,86.5, 6.33333,25.2,12.8,184,16,17,21,22,23,26,12.79
0,84, 6.66667,29.2,13.6,194,18,22,25,27,27,27,12.53
0,85.75, 6.66667,26.8,17.2,204,20,21,22,22,25,25,5.07
0,90.5,10,23,19.2,214,20,20,20,21,22,22,2.39
0,81, 6.66667,22.6,15.6,224,17,18,17,20,21,22,10.96
0,84.25, 5.33333,24.4,16.2,234,17,18,22,23,23,23,10.47
0,84.75, 6.66667,27.4,18.6,244,21,22,22,26,27,27,10.98
2.7,94.25,10,22,20,254,20,21,21,21,22,22,1.7
14.5,93.25,10,27,20.6,264,21,22,26,27,26,26,5.91
46,95.75,10,22.4,19.6,274,20,20,21,21,21,22,1.29
9,89, 7.66667,24.4,16.8,284,18,20,20,21,22,22,8.46
0,90, 4.66667,25.4,12.4,294,15,17,20,22,22,23,11.65
0,84.5,5,23.8,13.6,304,16,17,20,22,22,23,9.91
3.1,87.75, 8.66667,24,16.4,15,17,18,20,20,21,22,8.36
0,84.25, 3.33333,28.2,11.8,25,17,22,23,25,26,27,11.55
0,94.25, 6.33333,28,18.2,35,25,27,27,25,22,26,5.05
47.2,88.25, 9.66667,32,21.8,45,22,23,27,28,30,31,7.06
0.3,95.25, 6.66667,25.6,21.8,55,22,23,25,25,25,23,2.7
20.3,92.5, 9.66667,24.2,19.2,65,21,21,21,21,23,22,1.9
2.8,82.75,10,21,16.6,75,17,17,17,18,20,20,5.17
0,87.75, 6.66667,22,13.6,85,16,18,20,21,22,22,9.2
20.5,93.5,10,25,17.2,95,17,18,21,22,23,25,4.91
36,95,10,26.2,19.8,105,21,20,20,20,20,20,2.15
5.1,87.5, 9.33333,25.6,15,115,16,16,17,17,20,20,5.09
0,91.75, 8.66667,18.4,10,125,12,13,16,16,17,17,4.33
21.4,98, 9.33333,16.6,13.6,135,15,16,16,16,17,17,2.03
10.6,86.5, 7.33333,22.4,12.6,145,13,15,16,17,17,18,6.33
1.6,90.5,9,21,15.8,155,16,17,17,17,18,20,4.35
0,85, 5.66667,23.2,16.4,165,17,20,21,22,22,22,8.38
0,87,0,22.6,13,175,15,17,20,21,22,22,10.29
0,87, 3.66667,29.4,15,185,17,21,22,22,25,26,9.49
0,85, 6.66667,20.4,16.8,195,21,22,23,26,26,26,8.59
29.4,90.75, 8.66667,24.8,15.8,205,17,17,18,20,22,23,6.96
0.2,89, 9.33333,22.6,18.2,215,20,20,21,22,22,22,3.19
10.7,96.75, 9.33333,19.8,17.8,225,18,18,20,20,20,20,1.45
17.6,87.5,10,20,15.4,235,16,17,17,18,20,18,6.45
7,94, 9.33333,17.4,13.6,245,13,13,13,13,13,15,3
0,89.75,6,20.6,8.4,255,12,15,17,17,18,20,10.19
0,90.75, 8.66667,22.2,10.2,265,13,16,18,20,20,22,8.93
1.4,92,10,23.4,16.2,275,17,18,21,22,22,22,3.91
14,95.5,10,19,14.8,285,16,16,17,17,18,18,2.14
0.3,88.25, 5.66667,21,13.2,295,16,16,16,16,16,16,8.39
